day,type,value_buy,value_sell
2019-02-26,Blue,37.10,38.95
2019-02-25,Oficial,38.49,40.10
2019-02-25,Blue,37.82,38.75
2019-02-24,Oficial,39.21,40.21
2019-02-24,Blue,38.75,38.75
2019-02-23,Oficial,39.21,40.21
2019-02-23,Blue,38.75,38.75
2019-02-22,Oficial,38.75,40.42
2019-02-22,Blue,38.46,39.04
2019-02-21,Oficial,38.67,40.67
2019-02-21,Blue,38.58,39.58
2019-02-20,Oficial,38.64,40.64
2019-02-20,Blue,38.38,39.38
2019-02-19,Oficial,38.01,40.01
2019-02-19,Blue,37.83,38.83
2019-02-18,Oficial,37.66,39.66
2019-02-18,Blue,37.71,38.71
2019-02-17,Oficial,37.53,39.53
2019-02-17,Blue,37.75,38.75
2019-02-16,Oficial,37.53,39.53
2019-02-16,Blue,37.75,38.75
2019-02-15,Oficial,37.39,39.39
2019-02-15,Blue,37.57,38.57
2019-02-14,Oficial,37.30,39.30
2019-02-14,Blue,37.35,38.35
2019-02-13,Oficial,36.81,39.08
2019-02-13,Blue,37.07,38.07
2019-02-12,Oficial,37.01,39.01
2019-02-12,Blue,36.93,37.95
2019-02-11,Oficial,37.07,39.07
2019-02-11,Blue,36.72,37.72
2019-02-10,Oficial,36.92,38.92
2019-02-10,Blue,36.50,37.50
2019-02-09,Oficial,36.92,38.92
2019-02-09,Blue,36.50,37.50
2019-02-08,Oficial,36.92,38.92
2019-02-08,Blue,36.63,37.68
2019-02-07,Oficial,36.78,38.78
2019-02-07,Blue,35.78,37.45
2019-02-06,Oficial,36.41,38.41
2019-02-06,Blue,35.33,37.33
2019-02-05,Oficial,36.28,38.28
2019-02-05,Blue,35.44,37.44
2019-02-04,Oficial,36.31,38.31
2019-02-04,Blue,35.63,37.63
2019-02-03,Oficial,36.31,38.31
2019-02-03,Blue,35.75,37.75
2019-02-02,Oficial,36.31,38.31
2019-02-02,Blue,35.75,37.75
2019-02-01,Oficial,36.31,38.31
2019-02-01,Blue,35.57,37.57
2019-01-31,Oficial,36.42,38.42
2019-01-31,Blue,35.94,37.94
2019-01-30,Oficial,36.62,38.62
2019-01-30,Blue,36.38,38.38
2019-01-29,Oficial,36.32,38.32
2019-01-29,Blue,36.33,38.33
2019-01-28,Oficial,36.09,38.09
2019-01-28,Blue,36.25,38.25
2019-01-27,Oficial,36.03,38.03
2019-01-27,Blue,36.25,38.25
2019-01-26,Oficial,36.03,38.03
2019-01-26,Blue,36.25,38.25
2019-01-25,Oficial,36.30,38.30
2019-01-25,Blue,36.39,38.39
2019-01-24,Oficial,36.55,38.55
2019-01-24,Blue,36.86,38.86
2019-01-23,Oficial,36.55,38.55
2019-01-23,Blue,36.70,38.70
2019-01-22,Oficial,36.65,38.65
2019-01-22,Blue,36.75,38.75
2019-01-21,Oficial,36.67,38.67
2019-01-21,Blue,36.89,38.89
2019-01-20,Oficial,36.63,38.63
2019-01-20,Blue,37.00,39.00
2019-01-19,Oficial,36.63,38.63
2019-01-19,Blue,37.00,39.00
2019-01-18,Oficial,36.68,38.60
2019-01-18,Blue,37.00,39.00
2019-01-17,Oficial,36.66,38.66
2019-01-17,Blue,37.14,39.14
2019-01-16,Oficial,36.33,38.33
2019-01-16,Blue,37.25,39.25
2019-01-15,Oficial,36.11,38.11
2019-01-15,Blue,37.22,39.10
2019-01-14,Oficial,36.06,38.06
2019-01-14,Blue,37.25,39.17
2019-01-13,Oficial,36.03,38.03
2019-01-13,Blue,37.25,39.25
2019-01-12,Oficial,36.03,38.03
2019-01-12,Blue,37.25,39.25
2019-01-11,Oficial,36.13,38.13
2019-01-11,Blue,37.25,39.25
2019-01-10,Oficial,36.38,38.38
2019-01-10,Blue,37.55,39.55
2019-01-09,Oficial,36.57,38.57
2019-01-09,Blue,37.40,39.40
2019-01-08,Oficial,36.47,38.47
2019-01-08,Blue,37.44,39.44
2019-01-07,Oficial,36.43,38.43
2019-01-07,Blue,37.84,39.84
2019-01-06,Oficial,36.42,38.42
2019-01-06,Blue,38.00,40.00
2019-01-05,Oficial,36.42,38.42
2019-01-05,Blue,38.00,40.00
2019-01-04,Oficial,36.47,38.47
2019-01-04,Blue,38.14,40.14
2019-01-03,Oficial,36.66,38.66
2019-01-03,Blue,38.40,40.40
2019-01-02,Oficial,36.83,38.83
2019-01-02,Blue,38.50,40.50
2019-01-01,Oficial,36.83,38.83
2019-01-01,Blue,38.50,40.50
2018-12-31,Oficial,36.83,38.83
2018-12-31,Blue,38.50,40.50
2018-12-30,Oficial,36.83,38.83
2018-12-30,Blue,38.50,40.50
2018-12-29,Oficial,36.83,38.83
2018-12-29,Blue,38.50,40.50
2018-12-28,Oficial,37.13,39.13
2018-12-28,Blue,38.22,40.22
2018-12-27,Oficial,37.49,39.49
2018-12-27,Blue,37.90,39.90
2018-12-26,Oficial,37.28,39.28
2018-12-26,Blue,37.28,39.28
2018-12-25,Oficial,37.02,39.02
2018-12-25,Blue,37.00,39.00
2018-12-24,Oficial,37.02,39.02
2018-12-24,Blue,37.00,39.00
2018-12-23,Oficial,37.02,39.02
2018-12-23,Blue,37.00,39.00
2018-12-22,Oficial,37.02,39.02
2018-12-22,Blue,37.00,39.00
2018-12-21,Oficial,37.04,39.04
2018-12-21,Blue,37.00,39.00
2018-12-20,Oficial,37.19,39.19
2018-12-20,Blue,37.00,39.00
2018-12-19,Oficial,37.26,39.26
2018-12-19,Blue,36.66,38.66
2018-12-18,Oficial,37.23,39.24
2018-12-18,Blue,36.50,38.50
2018-12-17,Oficial,37.23,39.23
2018-12-17,Blue,36.00,38.00
2018-12-16,Oficial,37.16,39.16
2018-12-16,Blue,35.65,37.65
2018-12-15,Oficial,37.16,39.16
2018-12-15,Blue,35.65,37.65
2018-12-14,Oficial,36.99,38.99
2018-12-14,Blue,35.65,37.65
2018-12-13,Oficial,36.70,38.70
2018-12-13,Blue,35.55,37.55
2018-12-12,Oficial,36.70,38.70
2018-12-12,Blue,35.50,37.50
2018-12-11,Oficial,36.72,38.72
2018-12-11,Blue,35.50,37.50
2018-12-10,Oficial,36.55,38.55
2018-12-10,Blue,35.50,37.50
2018-12-09,Oficial,36.37,38.37
2018-12-09,Blue,35.50,37.50
2018-12-08,Oficial,36.37,38.37
2018-12-08,Blue,35.50,37.50
2018-12-07,Oficial,36.54,38.54
2018-12-07,Blue,35.50,37.50
2018-12-06,Oficial,36.73,38.73
2018-12-06,Blue,35.16,37.16
2018-12-05,Oficial,36.74,38.56
2018-12-05,Blue,35.00,37.00
2018-12-04,Oficial,35.93,37.93
2018-12-04,Blue,35.00,37.00
2018-12-03,Oficial,36.27,38.27
2018-12-03,Blue,35.58,37.58
2018-12-02,Oficial,36.82,38.82
2018-12-02,Blue,36.00,38.00
2018-12-01,Oficial,36.82,38.82
2018-12-01,Blue,36.00,38.00
2018-11-30,Oficial,36.82,38.82
2018-11-30,Blue,36.00,38.00
2018-11-29,Oficial,37.45,39.45
2018-11-29,Blue,36.56,38.56
2018-11-28,Oficial,37.94,39.94
2018-11-28,Blue,37.00,39.00
2018-11-27,Oficial,37.94,39.94
2018-11-27,Blue,37.00,39.00
2018-11-26,Oficial,37.12,39.12
2018-11-26,Blue,35.99,37.99
2018-11-25,Oficial,36.50,38.50
2018-11-25,Blue,35.50,37.50
2018-11-24,Oficial,36.50,38.50
2018-11-24,Blue,35.50,37.50
2018-11-23,Oficial,35.87,37.87
2018-11-23,Blue,35.20,36.81
2018-11-22,Oficial,35.33,37.33
2018-11-22,Blue,34.36,36.36
2018-11-21,Oficial,35.24,37.24
2018-11-21,Blue,34.26,36.26
2018-11-20,Oficial,35.10,37.10
2018-11-20,Blue,34.12,36.12
2018-11-19,Oficial,35.00,37.00
2018-11-19,Blue,34.06,36.06
2018-11-18,Oficial,35.00,37.00
2018-11-18,Blue,34.06,36.06
2018-11-17,Oficial,35.00,37.00
2018-11-17,Blue,34.06,36.06
2018-11-16,Oficial,35.01,37.01
2018-11-16,Blue,34.08,36.08
2018-11-15,Oficial,35.35,37.02
2018-11-15,Blue,34.03,36.03
2018-11-14,Oficial,35.02,37.02
2018-11-14,Blue,34.00,36.00
2018-11-13,Oficial,34.68,36.68
2018-11-13,Blue,33.49,35.49
2018-11-12,Oficial,34.40,36.40
2018-11-12,Blue,33.42,35.42
2018-11-11,Oficial,34.38,36.38
2018-11-11,Blue,33.50,35.50
2018-11-10,Oficial,34.38,36.38
2018-11-10,Blue,33.50,35.50
2018-11-09,Oficial,34.47,36.47
2018-11-09,Blue,33.50,35.50
2018-11-08,Oficial,34.64,36.64
2018-11-08,Blue,33.48,35.48
2018-11-07,Oficial,34.68,36.68
2018-11-07,Blue,33.65,35.65
2018-11-06,Oficial,34.54,36.54
2018-11-06,Blue,33.60,35.60
2018-11-05,Oficial,34.56,36.56
2018-11-05,Blue,34.03,36.03
2018-11-04,Oficial,34.60,36.60
2018-11-04,Blue,34.25,36.25
2018-11-03,Oficial,34.60,36.60
2018-11-03,Blue,34.25,36.25
2018-11-02,Oficial,34.70,36.70
2018-11-02,Blue,34.25,36.25
2018-11-01,Oficial,34.87,36.86
2018-11-01,Blue,34.42,36.42
2018-10-31,Oficial,35.41,37.41
2018-10-31,Blue,34.75,36.75
2018-10-30,Oficial,35.79,37.79
2018-10-30,Blue,35.00,37.00
2018-10-29,Oficial,35.80,37.80
2018-10-29,Blue,35.13,37.13
2018-10-28,Oficial,35.85,37.85
2018-10-28,Blue,35.25,37.25
2018-10-27,Oficial,35.85,37.85
2018-10-27,Blue,35.25,37.25
2018-10-26,Oficial,35.82,37.82
2018-10-26,Blue,35.22,37.22
2018-10-25,Oficial,35.88,37.88
2018-10-25,Blue,35.20,37.20
2018-10-24,Oficial,35.72,37.72
2018-10-24,Blue,35.22,37.22
2018-10-23,Oficial,35.57,37.59
2018-10-23,Blue,35.27,37.27
2018-10-22,Oficial,35.50,37.50
2018-10-22,Blue,35.59,37.59
2018-10-21,Oficial,35.54,37.54
2018-10-21,Blue,35.75,37.75
2018-10-20,Oficial,35.54,37.54
2018-10-20,Blue,35.75,37.75
2018-10-19,Oficial,35.54,37.54
2018-10-19,Blue,35.75,37.75
2018-10-18,Oficial,35.40,37.40
2018-10-18,Blue,35.68,37.68
2018-10-17,Oficial,35.21,37.21
2018-10-17,Blue,35.66,37.71
2018-10-16,Oficial,35.41,37.41
2018-10-16,Blue,35.80,37.83
2018-10-15,Oficial,35.60,37.60
2018-10-15,Blue,35.80,37.80
2018-10-14,Oficial,35.60,37.60
2018-10-14,Blue,35.80,37.80
2018-10-13,Oficial,35.60,37.60
2018-10-13,Blue,35.80,37.80
2018-10-12,Oficial,35.63,37.63
2018-10-12,Blue,35.92,37.92
2018-10-11,Oficial,36.01,38.01
2018-10-11,Blue,36.00,38.00
2018-10-10,Oficial,36.22,38.22
2018-10-10,Blue,36.00,38.00
2018-10-09,Oficial,36.39,38.39
2018-10-09,Blue,36.00,38.00
2018-10-08,Oficial,36.72,38.74
2018-10-08,Blue,36.34,38.34
2018-10-07,Oficial,36.90,38.90
2018-10-07,Blue,36.50,38.50
2018-10-06,Oficial,36.90,38.90
2018-10-06,Blue,36.50,38.50
2018-10-05,Oficial,37.18,39.18
2018-10-05,Blue,36.70,38.70
2018-10-04,Oficial,37.10,39.10
2018-10-04,Blue,36.86,38.86
2018-10-03,Oficial,36.81,38.81
2018-10-03,Blue,36.73,38.73
2018-10-02,Oficial,37.86,39.86
2018-10-02,Blue,37.45,39.45
2018-10-01,Oficial,39.46,41.40
2018-10-01,Blue,38.79,40.79
2018-09-30,Oficial,39.94,41.94
2018-09-30,Blue,39.30,41.30
2018-09-29,Oficial,39.94,41.94
2018-09-29,Blue,39.30,41.30
2018-09-28,Oficial,39.46,41.29
2018-09-28,Blue,39.09,40.81
2018-09-27,Oficial,38.37,40.07
2018-09-27,Blue,38.30,39.80
2018-09-26,Oficial,37.50,39.20
2018-09-26,Blue,38.19,39.69
2018-09-25,Oficial,36.99,38.68
2018-09-25,Blue,37.71,39.21
2018-09-24,Oficial,36.47,38.16
2018-09-24,Blue,36.78,38.28
2018-09-23,Oficial,36.46,38.16
2018-09-23,Blue,36.75,38.25
2018-09-22,Oficial,36.46,38.16
2018-09-22,Blue,36.75,38.25
2018-09-21,Oficial,36.88,38.60
2018-09-21,Blue,37.25,38.75
2018-09-20,Oficial,37.83,39.55
2018-09-20,Blue,37.76,39.26
2018-09-19,Oficial,38.63,40.33
2018-09-19,Blue,38.09,39.76
2018-09-18,Oficial,38.76,40.46
2018-09-18,Blue,38.27,40.20
2018-09-17,Oficial,38.78,40.48
2018-09-17,Blue,38.11,40.11
2018-09-16,Oficial,38.83,40.53
2018-09-16,Blue,38.00,40.00
2018-09-15,Oficial,38.83,40.53
2018-09-15,Blue,38.00,40.00
2018-09-14,Oficial,38.65,40.40
2018-09-14,Blue,37.99,39.73
2018-09-13,Oficial,37.84,39.58
2018-09-13,Blue,37.47,38.97
2018-09-12,Oficial,37.16,38.85
2018-09-12,Blue,36.74,38.37
2018-09-11,Oficial,36.78,38.48
2018-09-11,Blue,36.08,37.96
2018-09-10,Oficial,36.33,38.03
2018-09-10,Blue,36.39,37.65
2018-09-09,Oficial,36.11,37.81
2018-09-09,Blue,36.50,37.50
2018-09-08,Oficial,36.11,37.81
2018-09-08,Blue,36.50,37.50
2018-09-07,Oficial,36.60,38.47
2018-09-07,Blue,36.81,38.36
2018-09-06,Oficial,37.28,39.28
2018-09-06,Blue,37.20,39.20
2018-09-05,Oficial,37.60,39.60
2018-09-05,Blue,37.73,39.73
2018-09-04,Oficial,37.55,39.48
2018-09-04,Blue,37.29,39.29
2018-09-03,Oficial,36.59,38.59
2018-09-03,Blue,36.52,38.53
2018-09-02,Oficial,36.00,38.00
2018-09-02,Blue,36.00,38.00
2018-09-01,Oficial,36.00,38.00
2018-09-01,Blue,36.00,38.00
2018-08-31,Oficial,37.04,39.04
2018-08-31,Blue,37.78,39.42
2018-08-30,Oficial,36.61,38.32
2018-08-30,Blue,37.33,38.69
2018-08-29,Oficial,31.95,33.02
2018-08-29,Blue,32.73,33.73
2018-08-28,Oficial,30.83,31.83
2018-08-28,Blue,31.61,32.61
2018-08-27,Oficial,30.53,31.53
2018-08-27,Blue,30.77,31.77
2018-08-26,Oficial,30.49,31.49
2018-08-26,Blue,30.35,31.35
2018-08-25,Oficial,30.49,31.49
2018-08-25,Blue,30.35,31.35
2018-08-24,Oficial,30.16,31.16
2018-08-24,Blue,30.08,31.08
2018-08-23,Oficial,29.87,30.87
2018-08-23,Blue,29.85,30.85
2018-08-22,Oficial,29.72,30.72
2018-08-22,Blue,29.65,30.65
2018-08-21,Oficial,29.52,30.52
2018-08-21,Blue,29.34,30.34
2018-08-20,Oficial,29.47,30.47
2018-08-20,Blue,29.20,30.20
2018-08-19,Oficial,29.47,30.47
2018-08-19,Blue,29.20,30.20
2018-08-18,Oficial,29.47,30.47
2018-08-18,Blue,29.20,30.20
2018-08-17,Oficial,29.46,30.46
2018-08-17,Blue,29.13,30.13
2018-08-16,Oficial,29.58,30.58
2018-08-16,Blue,29.37,30.37
2018-08-15,Oficial,29.57,30.57
2018-08-15,Blue,29.65,30.50
2018-08-14,Oficial,29.47,30.47
2018-08-14,Blue,29.42,30.42
2018-08-13,Oficial,29.30,30.30
2018-08-13,Blue,28.94,29.94
2018-08-12,Oficial,28.85,29.85
2018-08-12,Blue,28.50,29.50
2018-08-11,Oficial,28.85,29.85
2018-08-11,Blue,28.50,29.50
2018-08-10,Oficial,28.30,29.30
2018-08-10,Blue,27.95,28.95
2018-08-09,Oficial,27.45,28.45
2018-08-09,Blue,27.36,28.36
2018-08-08,Oficial,27.12,28.12
2018-08-08,Blue,27.29,28.29
2018-08-07,Oficial,27.04,28.04
2018-08-07,Blue,27.30,28.30
2018-08-06,Oficial,27.05,28.05
2018-08-06,Blue,27.31,28.31
2018-08-05,Oficial,27.02,28.02
2018-08-05,Blue,27.35,28.35
2018-08-04,Oficial,27.02,28.02
2018-08-04,Blue,27.35,28.35
2018-08-03,Oficial,27.11,28.11
2018-08-03,Blue,27.38,28.38
2018-08-02,Oficial,27.23,28.23
2018-08-02,Blue,27.40,28.40
2018-08-01,Oficial,27.15,28.15
2018-08-01,Blue,27.50,28.50
2018-07-31,Oficial,27.03,28.03
2018-07-31,Blue,27.55,28.55
2018-07-30,Oficial,27.04,28.04
2018-07-30,Blue,27.66,28.66
2018-07-29,Oficial,27.04,28.04
2018-07-29,Blue,27.70,28.70
2018-07-28,Oficial,27.04,28.04
2018-07-28,Blue,27.70,28.70
2018-07-27,Oficial,27.06,28.06
2018-07-27,Blue,27.92,28.70
2018-07-26,Oficial,27.08,28.08
2018-07-26,Blue,27.68,28.68
2018-07-25,Oficial,27.11,28.11
2018-07-25,Blue,27.70,28.70
2018-07-24,Oficial,27.25,28.25
2018-07-24,Blue,27.77,28.77
2018-07-23,Oficial,27.31,28.31
2018-07-23,Blue,27.83,28.83
2018-07-22,Oficial,27.31,28.31
2018-07-22,Blue,27.90,28.90
2018-07-21,Oficial,27.31,28.31
2018-07-21,Blue,27.90,28.90
2018-07-20,Oficial,27.35,28.35
2018-07-20,Blue,27.77,28.77
2018-07-19,Oficial,27.37,28.37
2018-07-19,Blue,27.65,28.65
2018-07-18,Oficial,27.26,28.26
2018-07-18,Blue,27.75,28.75
2018-07-17,Oficial,27.09,28.09
2018-07-17,Blue,27.88,28.88
2018-07-16,Oficial,26.97,27.97
2018-07-16,Blue,27.73,28.73
2018-07-15,Oficial,26.95,27.95
2018-07-15,Blue,27.68,28.68
2018-07-14,Oficial,26.95,27.95
2018-07-14,Blue,27.68,28.68
2018-07-13,Oficial,26.93,27.93
2018-07-13,Blue,27.47,28.49
2018-07-12,Oficial,27.05,28.05
2018-07-12,Blue,27.46,28.46
2018-07-11,Oficial,27.13,28.13
2018-07-11,Blue,27.51,28.51
2018-07-10,Oficial,27.39,28.39
2018-07-10,Blue,27.78,28.78
2018-07-09,Oficial,27.64,28.64
2018-07-09,Blue,27.90,28.90
2018-07-08,Oficial,27.64,28.64
2018-07-08,Blue,27.90,28.90
2018-07-07,Oficial,27.64,28.64
2018-07-07,Blue,27.90,28.90
2018-07-06,Oficial,27.74,28.74
2018-07-06,Blue,27.90,28.90
2018-07-05,Oficial,27.80,28.80
2018-07-05,Blue,27.97,28.96
2018-07-04,Oficial,27.71,28.71
2018-07-04,Blue,28.01,29.00
2018-07-03,Oficial,27.85,28.85
2018-07-03,Blue,28.15,29.15
2018-07-02,Oficial,28.42,29.42
2018-07-02,Blue,28.38,29.38
2018-07-01,Oficial,28.66,29.66
2018-07-01,Blue,28.40,29.40
2018-06-30,Oficial,28.66,29.66
2018-06-30,Blue,28.40,29.40
2018-06-29,Oficial,28.20,29.20
2018-06-29,Blue,27.89,28.89
2018-06-28,Oficial,27.33,28.33
2018-06-28,Blue,27.37,28.37
2018-06-27,Oficial,26.86,27.86
2018-06-27,Blue,27.30,28.30
2018-06-26,Oficial,26.70,27.70
2018-06-26,Blue,27.30,28.30
2018-06-25,Oficial,26.72,27.72
2018-06-25,Blue,27.19,28.19
2018-06-24,Oficial,26.76,27.76
2018-06-24,Blue,27.10,28.10
2018-06-23,Oficial,26.76,27.76
2018-06-23,Blue,27.10,28.10
2018-06-22,Oficial,27.00,28.00
2018-06-22,Blue,27.35,28.35
2018-06-21,Oficial,27.31,28.31
2018-06-21,Blue,27.46,28.46
2018-06-20,Oficial,27.46,28.46
2018-06-20,Blue,27.50,28.50
2018-06-19,Oficial,27.42,28.42
2018-06-19,Blue,27.50,28.50
2018-06-18,Oficial,27.63,28.63
2018-06-18,Blue,27.55,28.55
2018-06-17,Oficial,27.85,28.85
2018-06-17,Blue,27.70,28.70
2018-06-16,Oficial,27.85,28.85
2018-06-16,Blue,27.70,28.70
2018-06-15,Oficial,27.59,28.59
2018-06-15,Blue,27.45,28.70
2018-06-14,Oficial,26.52,27.52
2018-06-14,Blue,26.52,27.68
2018-06-13,Oficial,25.49,26.49
2018-06-13,Blue,25.80,26.80
2018-06-12,Oficial,25.43,26.43
2018-06-12,Blue,25.59,26.48
2018-06-11,Oficial,25.15,26.15
2018-06-11,Blue,25.31,26.21
2018-06-10,Oficial,24.98,25.98
2018-06-10,Blue,25.20,26.20
2018-06-09,Oficial,24.98,25.98
2018-06-09,Blue,25.20,26.20
2018-06-08,Oficial,24.90,25.80
2018-06-08,Blue,25.10,25.96
2018-06-07,Oficial,24.70,25.50
2018-06-07,Blue,24.80,25.60
2018-06-06,Oficial,24.72,25.52
2018-06-06,Blue,24.95,25.75
2018-06-05,Oficial,24.77,25.57
2018-06-05,Blue,25.16,25.96
2018-06-04,Oficial,24.78,25.58
2018-06-04,Blue,25.20,26.00
2018-06-03,Oficial,24.78,25.58
2018-06-03,Blue,25.20,26.00
2018-06-02,Oficial,24.78,25.58
2018-06-02,Blue,25.20,26.00
2018-06-01,Oficial,24.76,25.56
2018-06-01,Blue,25.19,25.99
2018-05-31,Oficial,24.71,25.51
2018-05-31,Blue,25.13,25.93
2018-05-30,Oficial,24.68,25.48
2018-05-30,Blue,25.08,25.88
2018-05-29,Oficial,24.56,25.36
2018-05-29,Blue,25.07,25.87
2018-05-28,Oficial,24.40,25.20
2018-05-28,Blue,24.91,25.78
2018-05-27,Oficial,24.36,25.16
2018-05-27,Blue,24.80,25.75
2018-05-26,Oficial,24.36,25.16
2018-05-26,Blue,24.80,25.75
2018-05-25,Oficial,24.36,25.16
2018-05-25,Blue,24.80,25.75
2018-05-24,Oficial,24.18,25.08
2018-05-24,Blue,24.64,25.59
2018-05-23,Oficial,23.94,24.94
2018-05-23,Blue,24.42,25.42
2018-05-22,Oficial,23.90,24.90
2018-05-22,Blue,24.40,25.40
2018-05-21,Oficial,24.01,25.00
2018-05-21,Blue,24.49,25.39
2018-05-20,Oficial,24.11,25.11
2018-05-20,Blue,24.60,25.40
2018-05-19,Oficial,24.11,25.11
2018-05-19,Blue,24.60,25.40
2018-05-18,Oficial,24.11,25.01
2018-05-18,Blue,24.56,25.26
2018-05-17,Oficial,24.05,24.85
2018-05-17,Blue,24.36,25.11
2018-05-16,Oficial,23.87,24.67
2018-05-16,Blue,24.03,24.83
2018-05-15,Oficial,24.29,25.18
2018-05-15,Blue,25.24,26.18
2018-05-14,Oficial,23.90,24.73
2018-05-14,Blue,24.49,25.24
2018-05-13,Oficial,23.09,23.79
2018-05-13,Blue,23.65,24.25
2018-05-12,Oficial,23.09,23.79
2018-05-12,Blue,23.65,24.25
2018-05-11,Oficial,22.75,23.55
2018-05-11,Blue,23.13,23.86
2018-05-10,Oficial,22.36,23.16
2018-05-10,Blue,22.89,23.49
2018-05-09,Oficial,22.25,23.03
2018-05-09,Blue,22.59,23.19
2018-05-08,Oficial,21.91,22.70
2018-05-08,Blue,22.22,22.83
2018-05-07,Oficial,21.71,22.28
2018-05-07,Blue,21.78,22.27
2018-05-06,Oficial,21.88,22.28
2018-05-06,Blue,21.80,22.20
2018-05-05,Oficial,21.88,22.28
2018-05-05,Blue,21.80,22.20
2018-05-04,Oficial,22.19,22.59
2018-05-04,Blue,22.66,23.06
2018-05-03,Oficial,21.78,22.18
2018-05-03,Blue,21.83,22.23
2018-05-02,Oficial,20.66,21.18
2018-05-02,Blue,20.81,21.21
2018-05-01,Oficial,20.50,20.90
2018-05-01,Blue,20.60,21.00
2018-04-30,Oficial,20.50,20.90
2018-04-30,Blue,20.60,21.00
2018-04-29,Oficial,20.50,20.90
2018-04-29,Blue,20.60,21.00
2018-04-28,Oficial,20.50,20.90
2018-04-28,Blue,20.60,21.00
2018-04-27,Oficial,20.49,20.89
2018-04-27,Blue,20.52,20.92
2018-04-26,Oficial,20.29,20.69
2018-04-26,Blue,20.26,20.66
2018-04-25,Oficial,20.15,20.55
2018-04-25,Blue,20.18,20.58
2018-04-24,Oficial,20.14,20.54
2018-04-24,Blue,20.17,20.57
2018-04-23,Oficial,20.10,20.50
2018-04-23,Blue,20.17,20.57
2018-04-22,Oficial,20.07,20.47
2018-04-22,Blue,20.18,20.58
2018-04-21,Oficial,20.07,20.47
2018-04-21,Blue,20.18,20.58
2018-04-20,Oficial,20.07,20.47
2018-04-20,Blue,20.21,20.56
2018-04-19,Oficial,20.05,20.45
2018-04-19,Blue,20.21,20.61
2018-04-18,Oficial,20.07,20.47
2018-04-18,Blue,20.28,20.68
2018-04-17,Oficial,20.11,20.51
2018-04-17,Blue,20.30,20.70
2018-04-16,Oficial,20.11,20.51
2018-04-16,Blue,20.30,20.70
2018-04-15,Oficial,20.11,20.51
2018-04-15,Blue,20.30,20.70
2018-04-14,Oficial,20.11,20.51
2018-04-14,Blue,20.30,20.70
2018-04-13,Oficial,20.09,20.49
2018-04-13,Blue,20.30,20.70
2018-04-12,Oficial,20.07,20.47
2018-04-12,Blue,20.30,20.70
2018-04-11,Oficial,20.09,20.49
2018-04-11,Blue,20.25,20.65
2018-04-10,Oficial,20.10,20.50
2018-04-10,Blue,20.20,20.60
2018-04-09,Oficial,20.11,20.51
2018-04-09,Blue,20.23,20.63
2018-04-08,Oficial,20.11,20.51
2018-04-08,Blue,20.24,20.64
2018-04-07,Oficial,20.11,20.51
2018-04-07,Blue,20.24,20.64
2018-04-06,Oficial,20.11,20.51
2018-04-06,Blue,20.24,20.64
2018-04-05,Oficial,20.10,20.50
2018-04-05,Blue,20.21,20.61
2018-04-04,Oficial,20.07,20.47
2018-04-04,Blue,20.34,20.74
2018-04-03,Oficial,20.05,20.45
2018-04-03,Blue,20.38,20.78
2018-04-02,Oficial,20.06,20.46
2018-04-02,Blue,20.36,20.76
2018-04-01,Oficial,20.06,20.46
2018-04-01,Blue,20.36,20.76
2018-03-31,Oficial,20.06,20.46
2018-03-31,Blue,20.36,20.76
2018-03-30,Oficial,20.06,20.46
2018-03-30,Blue,20.36,20.76
2018-03-29,Oficial,20.06,20.46
2018-03-29,Blue,20.36,20.76
2018-03-28,Oficial,20.08,20.48
2018-03-28,Blue,20.36,20.76
2018-03-27,Oficial,20.09,20.49
2018-03-27,Blue,20.43,20.83
2018-03-26,Oficial,20.11,20.51
2018-03-26,Blue,20.51,20.91
2018-03-25,Oficial,20.14,20.54
2018-03-25,Blue,20.54,20.94
2018-03-24,Oficial,20.14,20.54
2018-03-24,Blue,20.54,20.94
2018-03-23,Oficial,20.16,20.56
2018-03-23,Blue,20.51,20.91
2018-03-22,Oficial,20.19,20.59
2018-03-22,Blue,20.63,20.95
2018-03-21,Oficial,20.18,20.58
2018-03-21,Blue,20.58,20.98
2018-03-20,Oficial,20.15,20.55
2018-03-20,Blue,20.54,20.94
2018-03-19,Oficial,20.15,20.55
2018-03-19,Blue,20.50,20.90
2018-03-18,Oficial,20.15,20.55
2018-03-18,Blue,20.49,20.89
2018-03-17,Oficial,20.15,20.55
2018-03-17,Blue,20.49,20.89
2018-03-16,Oficial,20.19,20.59
2018-03-16,Blue,20.45,20.85
2018-03-15,Oficial,20.16,20.56
2018-03-15,Blue,20.37,20.77
2018-03-14,Oficial,20.16,20.56
2018-03-14,Blue,20.30,20.70
2018-03-13,Oficial,20.16,20.56
2018-03-13,Blue,20.23,20.63
2018-03-12,Oficial,20.14,20.54
2018-03-12,Blue,20.21,20.61
2018-03-11,Oficial,20.15,20.55
2018-03-11,Blue,20.21,20.61
2018-03-10,Oficial,20.15,20.55
2018-03-10,Blue,20.21,20.61
2018-03-09,Oficial,20.23,20.63
2018-03-09,Blue,20.24,20.64
2018-03-08,Oficial,20.30,20.70
2018-03-08,Blue,20.27,20.67
2018-03-07,Oficial,20.25,20.65
2018-03-07,Blue,20.26,20.66
2018-03-06,Oficial,20.12,20.55
2018-03-06,Blue,20.18,20.58
2018-03-05,Oficial,20.14,20.54
2018-03-05,Blue,20.13,20.53
